"ifp_id","ctt","cond","training","team","user_id","forecast_id","fcast_type","answer_option","value","fcast_date","expertise","q_status","viewtime","year","timestamp"
"1007-0","2a",2,"a",NA,"2138",-199122,1,"c",0.33,"2011-09-02",3,"closed",NA,1,"2011-09-02 11:14:27"
"1008-0","2a",2,"a",NA,"2138",-199121,1,"a",0.5,"2011-09-02",3,"closed",NA,1,"2011-09-02 11:14:59"
"1008-0","2a",2,"a",NA,"2138",-199121,1,"b",0.5,"2011-09-02",3,"closed",NA,1,"2011-09-02 11:14:59"
"1009-0","2a",2,"a",NA,"2138",-199120,1,"a",0.2,"2011-09-02",2,"closed",NA,1,"2011-09-02 11:15:43"
"1009-0","2a",2,"a",NA,"2138",-199120,1,"b",0.6,"2011-09-02",2,"closed",NA,1,"2011-09-02 11:15:43"
"1009-0","2a",2,"a",NA,"2138",-199120,0,"c",0.2,"2011-09-02",2,"closed",NA,1,"2011-09-02 11:15:43"
"1006-0","2a",2,"a",NA,"2933",-199119,0,"a",0.9,"2011-09-02",4,"closed",NA,1,"2011-09-02 11:16:37"
"1006-0","2a",2,"a",NA,"2933",-199119,1,"b",0.1,"2011-09-02",4,"closed",NA,1,"2011-09-02 11:16:37"
"1004-0","4a7",4,"a",7,"3096",-199118,1,"a",0.95,"2011-09-02",1,"closed",NA,1,"2011-09-02 11:20:01"
"1004-0","4a7",4,"a",7,"3096",-199118,0,"b",0.05,"2011-09-02",1,"closed",NA,1,"2011-09-02 11:20:01"
"1001-0","4a5",4,"a",5,"4797",-199117,0,"a",0.1,"2011-09-02",4,"closed",NA,1,"2011-09-02 11:22:38"
"1001-0","4a5",4,"a",5,"4797",-199117,0,"b",0.9,"2011-09-02",4,"closed",NA,1,"2011-09-02 11:22:38"
"1001-0","4a7",4,"a",7,"3096",-199116,1,"a",0.05,"2011-09-02",1,"closed",NA,1,"2011-09-02 11:25:01"
"1001-0","4a7",4,"a",7,"3096",-199116,1,"b",0.95,"2011-09-02",1,"closed",NA,1,"2011-09-02 11:25:01"
"1004-0","2a",2,"a",NA,"314",-199115,1,"a",0.05,"2011-09-02",3,"closed",NA,1,"2011-09-02 11:45:59"
"1004-0","2a",2,"a",NA,"314",-199115,0,"b",0.95,"2011-09-02",3,"closed",NA,1,"2011-09-02 11:45:59"
"1004-0","2a",2,"a",NA,"2210",-199114,0,"a",0.15,"2011-09-02",2,"closed",NA,1,"2011-09-02 11:50:02"
"1004-0","2a",2,"a",NA,"2210",-199114,0,"b",0.85,"2011-09-02",2,"closed",NA,1,"2011-09-02 11:50:02"
"1001-0","4a10",4,"a",10,"3059",-199109,0,"a",0.35,"2011-09-02",3,"closed",NA,1,"2011-09-02 11:53:37"
"1001-0","4a10",4,"a",10,"3059",-199109,0,"b",0.65,"2011-09-02",3,"closed",NA,1,"2011-09-02 11:53:37"
"1004-0","4a9",4,"a",9,"3777",-199103,0,"a",0.15,"2011-09-02",3,"closed",NA,1,"2011-09-02 11:56:49"
"1004-0","4a9",4,"a",9,"3777",-199103,1,"b",0.85,"2011-09-02",3,"closed",NA,1,"2011-09-02 11:56:49"
"1001-0","2a",2,"a",NA,"569",-199102,1,"a",0.3,"2011-09-02",4,"closed",NA,1,"2011-09-02 12:00:44"
"1001-0","2a",2,"a",NA,"569",-199102,1,"b",0.7,"2011-09-02",4,"closed",NA,1,"2011-09-02 12:00:44"
"1002-0","2a",2,"a",NA,"569",-199101,1,"a",0.6,"2011-09-02",5,"closed",NA,1,"2011-09-02 12:01:23"
"1002-0","2a",2,"a",NA,"569",-199101,0,"b",0.4,"2011-09-02",5,"closed",NA,1,"2011-09-02 12:01:23"
"1002-0","2a",2,"a",NA,"569",-199101,0,"c",0,"2011-09-02",5,"closed",NA,1,"2011-09-02 12:01:23"
"1001-0","1a",1,"a",NA,"1468",-199100,1,"a",0.6,"2011-09-02",2,"closed",NA,1,"2011-09-02 12:03:35"
"1001-0","1a",1,"a",NA,"1468",-199100,1,"b",0.4,"2011-09-02",2,"closed",NA,1,"2011-09-02 12:03:35"
"1002-0","4a10",4,"a",10,"3059",-199099,0,"a",0.47,"2011-09-02",3,"closed",NA,1,"2011-09-02 12:03:54"
"1002-0","4a10",4,"a",10,"3059",-199099,0,"b",0.38,"2011-09-02",3,"closed",NA,1,"2011-09-02 12:03:54"
"1002-0","4a10",4,"a",10,"3059",-199099,0,"c",0.15,"2011-09-02",3,"closed",NA,1,"2011-09-02 12:03:54"
"1002-0","1a",1,"a",NA,"1468",-199098,0,"a",0,"2011-09-02",2,"closed",NA,1,"2011-09-02 12:04:07"
"1002-0","1a",1,"a",NA,"1468",-199098,0,"b",0.9,"2011-09-02",2,"closed",NA,1,"2011-09-02 12:04:07"
"1002-0","1a",1,"a",NA,"1468",-199098,0,"c",0.1,"2011-09-02",2,"closed",NA,1,"2011-09-02 12:04:07"
"1003-0","1a",1,"a",NA,"1468",-199097,0,"a",0.01,"2011-09-02",2,"closed",NA,1,"2011-09-02 12:04:32"
"1003-0","1a",1,"a",NA,"1468",-199097,0,"b",0.99,"2011-09-02",2,"closed",NA,1,"2011-09-02 12:04:32"
"1004-0","1a",1,"a",NA,"1468",-199096,1,"a",0.01,"2011-09-02",2,"closed",NA,1,"2011-09-02 12:04:52"
"1004-0","1a",1,"a",NA,"1468",-199096,1,"b",0.99,"2011-09-02",2,"closed",NA,1,"2011-09-02 12:04:52"
"1005-0","1a",1,"a",NA,"1468",-199095,1,"a",0.6,"2011-09-02",2,"closed",NA,1,"2011-09-02 12:05:11"
"1005-0","1a",1,"a",NA,"1468",-199095,0,"b",0.4,"2011-09-02",2,"closed",NA,1,"2011-09-02 12:05:11"
"1006-0","1a",1,"a",NA,"1468",-199094,0,"a",0.8,"2011-09-02",2,"closed",NA,1,"2011-09-02 12:05:25"
"1006-0","1a",1,"a",NA,"1468",-199094,0,"b",0.2,"2011-09-02",2,"closed",NA,1,"2011-09-02 12:05:25"
"1007-0","1a",1,"a",NA,"1468",-199093,0,"a",0.02,"2011-09-02",2,"closed",NA,1,"2011-09-02 12:05:55"
"1007-0","1a",1,"a",NA,"1468",-199093,0,"b",0.02,"2011-09-02",2,"closed",NA,1,"2011-09-02 12:05:55"
"1007-0","1a",1,"a",NA,"1468",-199093,0,"c",0.96,"2011-09-02",2,"closed",NA,1,"2011-09-02 12:05:55"
"1009-0","4a9",4,"a",9,"3777",-199092,0,"a",0.05,"2011-09-02",2,"closed",NA,1,"2011-09-02 12:06:02"
"1009-0","4a9",4,"a",9,"3777",-199092,0,"b",0.2,"2011-09-02",2,"closed",NA,1,"2011-09-02 12:06:02"
"1009-0","4a9",4,"a",9,"3777",-199092,0,"c",0.75,"2011-09-02",2,"closed",NA,1,"2011-09-02 12:06:02"
"1008-0","1a",1,"a",NA,"1468",-199091,0,"a",0.55,"2011-09-02",2,"closed",NA,1,"2011-09-02 12:06:19"
"1008-0","1a",1,"a",NA,"1468",-199091,0,"b",0.45,"2011-09-02",2,"closed",NA,1,"2011-09-02 12:06:19"
"1001-0","4a5",4,"a",5,"2005",-199090,0,"a",0.2,"2011-09-02",3,"closed",NA,1,"2011-09-02 12:06:59"
"1001-0","4a5",4,"a",5,"2005",-199090,0,"b",0.8,"2011-09-02",3,"closed",NA,1,"2011-09-02 12:06:59"
"1009-0","1a",1,"a",NA,"1468",-199089,0,"a",0.1,"2011-09-02",2,"closed",NA,1,"2011-09-02 12:07:17"
"1009-0","1a",1,"a",NA,"1468",-199089,0,"b",0.25,"2011-09-02",2,"closed",NA,1,"2011-09-02 12:07:17"
"1009-0","1a",1,"a",NA,"1468",-199089,1,"c",0.65,"2011-09-02",2,"closed",NA,1,"2011-09-02 12:07:17"
"1002-0","4a5",4,"a",5,"2005",-199088,1,"a",0.3,"2011-09-02",2,"closed",NA,1,"2011-09-02 12:08:17"
"1002-0","4a5",4,"a",5,"2005",-199088,0,"b",0.6,"2011-09-02",2,"closed",NA,1,"2011-09-02 12:08:17"
"1002-0","4a5",4,"a",5,"2005",-199088,0,"c",0.1,"2011-09-02",2,"closed",NA,1,"2011-09-02 12:08:17"
"1009-0","1a",1,"a",NA,"1468",-199087,0,"a",0.1,"2011-09-02",2,"closed",NA,1,"2011-09-02 12:09:01"
"1009-0","1a",1,"a",NA,"1468",-199087,0,"b",0.35,"2011-09-02",2,"closed",NA,1,"2011-09-02 12:09:01"
"1009-0","1a",1,"a",NA,"1468",-199087,0,"c",0.55,"2011-09-02",2,"closed",NA,1,"2011-09-02 12:09:01"
"1004-0","4a5",4,"a",5,"2005",-199086,0,"a",0.2,"2011-09-02",3,"closed",NA,1,"2011-09-02 12:10:14"
"1004-0","4a5",4,"a",5,"2005",-199086,0,"b",0.8,"2011-09-02",3,"closed",NA,1,"2011-09-02 12:10:14"
"1004-0","4a9",4,"a",9,"3777",-199085,0,"a",0.25,"2011-09-02",3,"closed",NA,1,"2011-09-02 12:10:17"
"1004-0","4a9",4,"a",9,"3777",-199085,0,"b",0.75,"2011-09-02",3,"closed",NA,1,"2011-09-02 12:10:17"
"1005-0","2a",2,"a",NA,"5002",-199084,0,"a",0.63,"2011-09-02",1,"closed",NA,1,"2011-09-02 12:16:06"
"1005-0","2a",2,"a",NA,"5002",-199084,0,"b",0.37,"2011-09-02",1,"closed",NA,1,"2011-09-02 12:16:06"
"1008-0","2a",2,"a",NA,"5002",-199083,0,"a",0.51,"2011-09-02",1,"closed",NA,1,"2011-09-02 12:16:24"
"1008-0","2a",2,"a",NA,"5002",-199083,0,"b",0.49,"2011-09-02",1,"closed",NA,1,"2011-09-02 12:16:24"
"1009-0","2a",2,"a",NA,"5002",-199082,0,"a",0.15,"2011-09-02",1,"closed",NA,1,"2011-09-02 12:16:58"
"1009-0","2a",2,"a",NA,"5002",-199082,0,"b",0.53,"2011-09-02",1,"closed",NA,1,"2011-09-02 12:16:58"
"1009-0","2a",2,"a",NA,"5002",-199082,0,"c",0.32,"2011-09-02",1,"closed",NA,1,"2011-09-02 12:16:58"
"1003-0","4a10",4,"a",10,"3059",-199081,0,"a",0.25,"2011-09-02",4,"closed",NA,1,"2011-09-02 12:18:10"
"1003-0","4a10",4,"a",10,"3059",-199081,0,"b",0.75,"2011-09-02",4,"closed",NA,1,"2011-09-02 12:18:10"
"1001-0","4a7",4,"a",7,"4722",-199080,0,"a",0.03,"2011-09-02",2,"closed",NA,1,"2011-09-02 12:25:19"
"1001-0","4a7",4,"a",7,"4722",-199080,0,"b",0.97,"2011-09-02",2,"closed",NA,1,"2011-09-02 12:25:19"
"1001-0","2a",2,"a",NA,"4570",-199079,0,"a",0.05,"2011-09-02",3,"closed",NA,1,"2011-09-02 12:31:11"
"1001-0","2a",2,"a",NA,"4570",-199079,1,"b",0.95,"2011-09-02",3,"closed",NA,1,"2011-09-02 12:31:11"
"1006-0","1a",1,"a",NA,"1658",-199078,1,"a",0.75,"2011-09-02",4,"closed",NA,1,"2011-09-02 12:32:07"
"1006-0","1a",1,"a",NA,"1658",-199078,1,"b",0.25,"2011-09-02",4,"closed",NA,1,"2011-09-02 12:32:07"
"1001-0","4a3",4,"a",3,"601",-199077,1,"a",0.1,"2011-09-02",2,"closed",NA,1,"2011-09-02 12:35:20"
"1001-0","4a3",4,"a",3,"601",-199077,0,"b",0.9,"2011-09-02",2,"closed",NA,1,"2011-09-02 12:35:20"
"1002-0","2a",2,"a",NA,"4570",-199076,0,"a",0.45,"2011-09-02",3,"closed",NA,1,"2011-09-02 12:35:56"
"1002-0","2a",2,"a",NA,"4570",-199076,0,"b",0.45,"2011-09-02",3,"closed",NA,1,"2011-09-02 12:35:56"
"1002-0","2a",2,"a",NA,"4570",-199076,0,"c",0.1,"2011-09-02",3,"closed",NA,1,"2011-09-02 12:35:56"
"1007-0","4a3",4,"a",3,"601",-199075,1,"a",0,"2011-09-02",3,"closed",NA,1,"2011-09-02 12:36:49"
"1007-0","4a3",4,"a",3,"601",-199075,1,"b",0.1,"2011-09-02",3,"closed",NA,1,"2011-09-02 12:36:49"
"1007-0","4a3",4,"a",3,"601",-199075,0,"c",0.9,"2011-09-02",3,"closed",NA,1,"2011-09-02 12:36:49"
"1004-0","4a10",4,"a",10,"3059",-199074,0,"a",0.4,"2011-09-02",2,"closed",NA,1,"2011-09-02 12:39:01"
"1004-0","4a10",4,"a",10,"3059",-199074,1,"b",0.6,"2011-09-02",2,"closed",NA,1,"2011-09-02 12:39:01"
"1003-0","2a",2,"a",NA,"4570",-199072,1,"a",0.25,"2011-09-02",2,"closed",NA,1,"2011-09-02 12:40:35"
"1003-0","2a",2,"a",NA,"4570",-199072,1,"b",0.75,"2011-09-02",2,"closed",NA,1,"2011-09-02 12:40:35"
"1004-0","2a",2,"a",NA,"4570",-199071,1,"a",0,"2011-09-02",3,"closed",NA,1,"2011-09-02 12:42:53"
"1004-0","2a",2,"a",NA,"4570",-199071,0,"b",1,"2011-09-02",3,"closed",NA,1,"2011-09-02 12:42:53"
"1005-0","4a10",4,"a",10,"3059",-199070,0,"a",0.6,"2011-09-02",1,"closed",NA,1,"2011-09-02 12:45:44"
"1005-0","4a10",4,"a",10,"3059",-199070,0,"b",0.4,"2011-09-02",1,"closed",NA,1,"2011-09-02 12:45:44"
"1005-0","2a",2,"a",NA,"4570",-199069,1,"a",0.6,"2011-09-02",2,"closed",NA,1,"2011-09-02 12:49:16"
"1005-0","2a",2,"a",NA,"4570",-199069,1,"b",0.4,"2011-09-02",2,"closed",NA,1,"2011-09-02 12:49:16"
"1002-0","2a",2,"a",NA,"1035",-199068,1,"a",0.45,"2011-09-02",3,"closed",NA,1,"2011-09-02 12:49:43"
"1002-0","2a",2,"a",NA,"1035",-199068,1,"b",0.5,"2011-09-02",3,"closed",NA,1,"2011-09-02 12:49:43"
"1002-0","2a",2,"a",NA,"1035",-199068,1,"c",0.05,"2011-09-02",3,"closed",NA,1,"2011-09-02 12:49:43"
"1003-0","2a",2,"a",NA,"1035",-199067,1,"a",0.25,"2011-09-02",3,"closed",NA,1,"2011-09-02 12:50:20"
"1003-0","2a",2,"a",NA,"1035",-199067,0,"b",0.75,"2011-09-02",3,"closed",NA,1,"2011-09-02 12:50:20"
"1006-0","2a",2,"a",NA,"1035",-199066,0,"a",0.6,"2011-09-02",3,"closed",NA,1,"2011-09-02 12:50:54"
"1006-0","2a",2,"a",NA,"1035",-199066,1,"b",0.4,"2011-09-02",3,"closed",NA,1,"2011-09-02 12:50:54"
"1009-0","2a",2,"a",NA,"1035",-199065,1,"a",0.15,"2011-09-02",3,"closed",NA,1,"2011-09-02 12:52:29"
"1009-0","2a",2,"a",NA,"1035",-199065,1,"b",0.7,"2011-09-02",3,"closed",NA,1,"2011-09-02 12:52:29"
"1009-0","2a",2,"a",NA,"1035",-199065,1,"c",0.15,"2011-09-02",3,"closed",NA,1,"2011-09-02 12:52:29"
"1006-0","4a1",4,"a",1,"4132",-199064,0,"a",0.05,"2011-09-02",3,"closed",NA,1,"2011-09-02 12:55:57"
"1006-0","4a1",4,"a",1,"4132",-199064,0,"b",0.95,"2011-09-02",3,"closed",NA,1,"2011-09-02 12:55:57"
"1001-0","2a",2,"a",NA,"1035",-199063,0,"a",0.1,"2011-09-02",2,"closed",NA,1,"2011-09-02 12:56:53"
"1001-0","2a",2,"a",NA,"1035",-199063,1,"b",0.9,"2011-09-02",2,"closed",NA,1,"2011-09-02 12:56:53"
"1007-0","2a",2,"a",NA,"1035",-199062,1,"a",0.05,"2011-09-02",2,"closed",NA,1,"2011-09-02 12:57:53"
"1007-0","2a",2,"a",NA,"1035",-199062,1,"b",0.05,"2011-09-02",2,"closed",NA,1,"2011-09-02 12:57:53"
"1007-0","2a",2,"a",NA,"1035",-199062,0,"c",0.9,"2011-09-02",2,"closed",NA,1,"2011-09-02 12:57:53"
"1004-0","4a3",4,"a",3,"601",-199061,0,"a",0.85,"2011-09-02",3,"closed",NA,1,"2011-09-02 12:58:02"
"1004-0","4a3",4,"a",3,"601",-199061,0,"b",0.15,"2011-09-02",3,"closed",NA,1,"2011-09-02 12:58:02"
"1005-0","2a",2,"a",NA,"1035",-199060,1,"a",0.7,"2011-09-02",1,"closed",NA,1,"2011-09-02 12:59:00"
"1005-0","2a",2,"a",NA,"1035",-199060,1,"b",0.3,"2011-09-02",1,"closed",NA,1,"2011-09-02 12:59:00"
"1004-0","2a",2,"a",NA,"1035",-199059,1,"a",0.2,"2011-09-02",3,"closed",NA,1,"2011-09-02 13:00:11"
"1004-0","2a",2,"a",NA,"1035",-199059,1,"b",0.8,"2011-09-02",3,"closed",NA,1,"2011-09-02 13:00:11"
"1008-0","2a",2,"a",NA,"1035",-199058,1,"a",0.6,"2011-09-02",2,"closed",NA,1,"2011-09-02 13:01:58"
"1008-0","2a",2,"a",NA,"1035",-199058,1,"b",0.4,"2011-09-02",2,"closed",NA,1,"2011-09-02 13:01:58"
"1006-0","2a",2,"a",NA,"4570",-199057,1,"a",0.45,"2011-09-02",2,"closed",NA,1,"2011-09-02 13:02:44"
"1006-0","2a",2,"a",NA,"4570",-199057,1,"b",0.55,"2011-09-02",2,"closed",NA,1,"2011-09-02 13:02:44"
"1006-0","4a10",4,"a",10,"3059",-199056,1,"a",0.15,"2011-09-02",4,"closed",NA,1,"2011-09-02 13:03:35"
"1006-0","4a10",4,"a",10,"3059",-199056,0,"b",0.85,"2011-09-02",4,"closed",NA,1,"2011-09-02 13:03:35"
"1007-0","2a",2,"a",NA,"4570",-199055,0,"a",0.07,"2011-09-02",1,"closed",NA,1,"2011-09-02 13:06:24"
"1007-0","2a",2,"a",NA,"4570",-199055,1,"b",0.23,"2011-09-02",1,"closed",NA,1,"2011-09-02 13:06:24"
"1007-0","2a",2,"a",NA,"4570",-199055,1,"c",0.7,"2011-09-02",1,"closed",NA,1,"2011-09-02 13:06:24"
"1007-0","4a10",4,"a",10,"3059",-199054,1,"a",0.1,"2011-09-02",2,"closed",NA,1,"2011-09-02 13:06:26"
"1007-0","4a10",4,"a",10,"3059",-199054,1,"b",0.2,"2011-09-02",2,"closed",NA,1,"2011-09-02 13:06:26"
"1007-0","4a10",4,"a",10,"3059",-199054,0,"c",0.7,"2011-09-02",2,"closed",NA,1,"2011-09-02 13:06:26"
"1007-0","4a1",4,"a",1,"4132",-199052,0,"a",0.05,"2011-09-02",2,"closed",NA,1,"2011-09-02 13:14:10"
"1007-0","4a1",4,"a",1,"4132",-199052,0,"b",0.05,"2011-09-02",2,"closed",NA,1,"2011-09-02 13:14:10"
"1007-0","4a1",4,"a",1,"4132",-199052,1,"c",0.9,"2011-09-02",2,"closed",NA,1,"2011-09-02 13:14:10"
"1008-0","2a",2,"a",NA,"4570",-199051,1,"a",0.7,"2011-09-02",2,"closed",NA,1,"2011-09-02 13:14:39"
"1008-0","2a",2,"a",NA,"4570",-199051,1,"b",0.3,"2011-09-02",2,"closed",NA,1,"2011-09-02 13:14:39"
"1008-0","4a10",4,"a",10,"3059",-199049,0,"a",0.4,"2011-09-02",2,"closed",NA,1,"2011-09-02 13:15:54"
"1008-0","4a10",4,"a",10,"3059",-199049,0,"b",0.6,"2011-09-02",2,"closed",NA,1,"2011-09-02 13:15:54"
"1001-0","4a1",4,"a",1,"4132",-199047,0,"a",0.09,"2011-09-02",2,"closed",NA,1,"2011-09-02 13:18:05"
"1001-0","4a1",4,"a",1,"4132",-199047,0,"b",0.91,"2011-09-02",2,"closed",NA,1,"2011-09-02 13:18:05"
"1009-0","4a10",4,"a",10,"3059",-199046,0,"a",0.25,"2011-09-02",3,"closed",NA,1,"2011-09-02 13:19:34"
"1009-0","4a10",4,"a",10,"3059",-199046,0,"b",0.5,"2011-09-02",3,"closed",NA,1,"2011-09-02 13:19:34"
"1009-0","4a10",4,"a",10,"3059",-199046,0,"c",0.25,"2011-09-02",3,"closed",NA,1,"2011-09-02 13:19:34"
"1009-0","2a",2,"a",NA,"4570",-199045,0,"a",0.05,"2011-09-02",2,"closed",NA,1,"2011-09-02 13:22:34"
"1009-0","2a",2,"a",NA,"4570",-199045,0,"b",0.6,"2011-09-02",2,"closed",NA,1,"2011-09-02 13:22:34"
"1009-0","2a",2,"a",NA,"4570",-199045,1,"c",0.35,"2011-09-02",2,"closed",NA,1,"2011-09-02 13:22:34"
"1003-0","2a",2,"a",NA,"2488",-199043,1,"a",0.3,"2011-09-02",3,"closed",NA,1,"2011-09-02 13:38:08"
"1003-0","2a",2,"a",NA,"2488",-199043,1,"b",0.7,"2011-09-02",3,"closed",NA,1,"2011-09-02 13:38:08"
"1009-0","2a",2,"a",NA,"2488",-199042,1,"a",0.2,"2011-09-02",3,"closed",NA,1,"2011-09-02 13:39:05"
"1009-0","2a",2,"a",NA,"2488",-199042,1,"b",0.7,"2011-09-02",3,"closed",NA,1,"2011-09-02 13:39:05"
"1009-0","2a",2,"a",NA,"2488",-199042,1,"c",0.1,"2011-09-02",3,"closed",NA,1,"2011-09-02 13:39:05"
"1004-0","2a",2,"a",NA,"2488",-199041,1,"a",0.1,"2011-09-02",2,"closed",NA,1,"2011-09-02 13:39:31"
"1004-0","2a",2,"a",NA,"2488",-199041,1,"b",0.9,"2011-09-02",2,"closed",NA,1,"2011-09-02 13:39:31"
"1006-0","2a",2,"a",NA,"2488",-199040,1,"a",0.3,"2011-09-02",3,"closed",NA,1,"2011-09-02 13:40:12"
"1006-0","2a",2,"a",NA,"2488",-199040,1,"b",0.7,"2011-09-02",3,"closed",NA,1,"2011-09-02 13:40:12"
"1007-0","2a",2,"a",NA,"2488",-199039,0,"a",0.01,"2011-09-02",3,"closed",NA,1,"2011-09-02 13:40:38"
"1007-0","2a",2,"a",NA,"2488",-199039,0,"b",0.01,"2011-09-02",3,"closed",NA,1,"2011-09-02 13:40:38"
"1007-0","2a",2,"a",NA,"2488",-199039,1,"c",0.98,"2011-09-02",3,"closed",NA,1,"2011-09-02 13:40:38"
"1008-0","2a",2,"a",NA,"2488",-199037,1,"a",0.6,"2011-09-02",3,"closed",NA,1,"2011-09-02 13:41:05"
"1008-0","2a",2,"a",NA,"2488",-199037,1,"b",0.4,"2011-09-02",3,"closed",NA,1,"2011-09-02 13:41:05"
"1001-0","2a",2,"a",NA,"2488",-199036,1,"a",0.1,"2011-09-02",2,"closed",NA,1,"2011-09-02 13:41:37"
"1001-0","2a",2,"a",NA,"2488",-199036,1,"b",0.9,"2011-09-02",2,"closed",NA,1,"2011-09-02 13:41:37"
"1002-0","2a",2,"a",NA,"2488",-199035,1,"a",0.85,"2011-09-02",2,"closed",NA,1,"2011-09-02 13:42:00"
"1002-0","2a",2,"a",NA,"2488",-199035,0,"b",0.1,"2011-09-02",2,"closed",NA,1,"2011-09-02 13:42:00"
"1002-0","2a",2,"a",NA,"2488",-199035,0,"c",0.05,"2011-09-02",2,"closed",NA,1,"2011-09-02 13:42:00"
"1005-0","2a",2,"a",NA,"2488",-199034,1,"a",0.5,"2011-09-02",1,"closed",NA,1,"2011-09-02 13:42:18"
"1005-0","2a",2,"a",NA,"2488",-199034,1,"b",0.5,"2011-09-02",1,"closed",NA,1,"2011-09-02 13:42:18"
"1001-0","4a5",4,"a",5,"2937",-199031,1,"a",0.15,"2011-09-02",2,"closed",NA,1,"2011-09-02 14:14:35"
"1001-0","4a5",4,"a",5,"2937",-199031,1,"b",0.85,"2011-09-02",2,"closed",NA,1,"2011-09-02 14:14:35"
"1002-0","4a5",4,"a",5,"2937",-199030,1,"a",0.4,"2011-09-02",1,"closed",NA,1,"2011-09-02 14:38:33"
"1002-0","4a5",4,"a",5,"2937",-199030,1,"b",0.35,"2011-09-02",1,"closed",NA,1,"2011-09-02 14:38:33"
"1002-0","4a5",4,"a",5,"2937",-199030,1,"c",0.25,"2011-09-02",1,"closed",NA,1,"2011-09-02 14:38:33"
"1005-0","2a",2,"a",NA,"4282",-199029,1,"a",0.36,"2011-09-02",1,"closed",NA,1,"2011-09-02 14:39:10"
"1005-0","2a",2,"a",NA,"4282",-199029,0,"b",0.64,"2011-09-02",1,"closed",NA,1,"2011-09-02 14:39:10"
"1001-0","4a3",4,"a",3,"3401",-199028,0,"a",0.3,"2011-09-02",2,"closed",NA,1,"2011-09-02 14:39:18"
"1001-0","4a3",4,"a",3,"3401",-199028,0,"b",0.7,"2011-09-02",2,"closed",NA,1,"2011-09-02 14:39:18"
"1003-0","4a3",4,"a",3,"3401",-199027,1,"a",0,"2011-09-02",1,"closed",NA,1,"2011-09-02 14:40:10"
"1003-0","4a3",4,"a",3,"3401",-199027,1,"b",1,"2011-09-02",1,"closed",NA,1,"2011-09-02 14:40:10"
"1006-0","4a3",4,"a",3,"3401",-199026,1,"a",0.2,"2011-09-02",2,"closed",NA,1,"2011-09-02 14:40:27"
"1006-0","4a3",4,"a",3,"3401",-199026,1,"b",0.8,"2011-09-02",2,"closed",NA,1,"2011-09-02 14:40:27"
"1007-0","4a3",4,"a",3,"3401",-199025,1,"a",0,"2011-09-02",2,"closed",NA,1,"2011-09-02 14:40:59"
"1007-0","4a3",4,"a",3,"3401",-199025,1,"b",0.1,"2011-09-02",2,"closed",NA,1,"2011-09-02 14:40:59"
"1007-0","4a3",4,"a",3,"3401",-199025,1,"c",0.9,"2011-09-02",2,"closed",NA,1,"2011-09-02 14:40:59"
"1004-0","4a3",4,"a",3,"3401",-199024,1,"a",0.8,"2011-09-02",4,"closed",NA,1,"2011-09-02 14:41:29"
"1004-0","4a3",4,"a",3,"3401",-199024,1,"b",0.2,"2011-09-02",4,"closed",NA,1,"2011-09-02 14:41:29"
"1009-0","4a3",4,"a",3,"3401",-199023,1,"a",0.1,"2011-09-02",4,"closed",NA,1,"2011-09-02 14:42:04"
"1009-0","4a3",4,"a",3,"3401",-199023,1,"b",0.7,"2011-09-02",4,"closed",NA,1,"2011-09-02 14:42:04"
"1009-0","4a3",4,"a",3,"3401",-199023,1,"c",0.2,"2011-09-02",4,"closed",NA,1,"2011-09-02 14:42:04"
"1002-0","4a3",4,"a",3,"3401",-199022,1,"a",0.5,"2011-09-02",3,"closed",NA,1,"2011-09-02 14:42:44"
"1002-0","4a3",4,"a",3,"3401",-199022,1,"b",0.25,"2011-09-02",3,"closed",NA,1,"2011-09-02 14:42:44"
"1002-0","4a3",4,"a",3,"3401",-199022,1,"c",0.25,"2011-09-02",3,"closed",NA,1,"2011-09-02 14:42:44"
"1005-0","4a3",4,"a",3,"3401",-199021,1,"a",0.7,"2011-09-02",4,"closed",NA,1,"2011-09-02 14:42:56"
"1005-0","4a3",4,"a",3,"3401",-199021,1,"b",0.3,"2011-09-02",4,"closed",NA,1,"2011-09-02 14:42:56"
"1008-0","4a3",4,"a",3,"3401",-199020,1,"a",0.15,"2011-09-02",2,"closed",NA,1,"2011-09-02 14:43:09"
"1008-0","4a3",4,"a",3,"3401",-199020,0,"b",0.85,"2011-09-02",2,"closed",NA,1,"2011-09-02 14:43:09"
"1004-0","4a5",4,"a",5,"2937",-199019,0,"a",0.1,"2011-09-02",2,"closed",NA,1,"2011-09-02 14:47:16"
"1004-0","4a5",4,"a",5,"2937",-199019,0,"b",0.9,"2011-09-02",2,"closed",NA,1,"2011-09-02 14:47:16"
"1006-0","4a5",4,"a",5,"2937",-199018,0,"a",0.15,"2011-09-02",4,"closed",NA,1,"2011-09-02 14:51:26"
"1006-0","4a5",4,"a",5,"2937",-199018,1,"b",0.85,"2011-09-02",4,"closed",NA,1,"2011-09-02 14:51:26"
"1007-0","4a5",4,"a",5,"2937",-199017,1,"a",0.05,"2011-09-02",3,"closed",NA,1,"2011-09-02 14:59:19"
"1007-0","4a5",4,"a",5,"2937",-199017,1,"b",0.07,"2011-09-02",3,"closed",NA,1,"2011-09-02 14:59:19"
"1007-0","4a5",4,"a",5,"2937",-199017,1,"c",0.88,"2011-09-02",3,"closed",NA,1,"2011-09-02 14:59:19"
