ifp_id,q_type,q_text,q_desc,q_status,date_start,date_suspend,date_to_close,date_closed,outcome,short_title,days_open,n_opts,options
1162-1,1,Will the Canadian consulate in Tehran officially re-open at any time before 1 April 2013?,"In order for a ""yes"" realization to occur, the ""condition"" must be realized before the ""outcome."" The Canadian Consulate in Tehran (Iran) will be considered re-opened if the Canadian consulate is staffed with personnel and resumes normal business in Tehran. This must be verified by an official announcement. Announcement of intention of the Canadian government to reopen the consulate in Tehran is insufficient for positive resolution. Anonymous statements by ""officials not authorized to speak"" will not be sufficient for a positive resolution. ""Official"" would be evidenced by, e.g., a press conference, press release, or other publicly disseminated communique. Regardless of the person or entity making the announcement, the announcement must come from someone authorized to speak on behalf of the Canadian Government who is in fact making the announcement in a public and official capacity, conveying the concrete opening/closing of the Canadian consulate in Tehran.  In contrast, the following would not constitute an ""official"" announcement: conjecture, hypothetical statements, speculation, ultimatums, offhand remarks, or ""leaked"" private conversations. A UN nuclear inspector will only be considered to have visited the Parchin site if it is reported that they have physically visited the site in person; Iran ""allowing"" an inspection of the Parchin site or announcement of a planned future inspection is not sufficient for a ""Yes"" realization of the condition.  IAEA inspectors are considered UN nuclear inspectors for the purpose of this question.  Temporary suspension does not qualify as vacating office. Death of Assad constitutes vacation of office; temporary incapacitation due to routine medical procedure does not.  Whether prolonged medical incapacitation (e.g. coma) constitutes vacation of office will be determined on a case-by-case basis by a subject matter expert familiar with Syria succession law.  A formal announcement or letter of intent to resign that lists a specific date will be treated as constituting resignation.  The question will be resolved based on reporting from one or more of the following sources: BBC News or Reuters or CNN (http://www.bbc.co.uk/news/ or http://www.reuters.com/ or http://www.cnn.com).  If nothing is reported in these sources, then the ""status quo"" outcome typically will be assumed (i.e. Canada has not officially re-opened their Tehran consulate). Administrator reserves the right to use other sources as needed (e.g., CIA World Factbook, Wikipedia), provided those sources do not directly contradict concurrent event reporting from BBC News, Reuters, or CNN. In cases of substantial controversy or uncertainty, Administrator may refer the question to outside subject matter experts, or we may deem the question invalid/void. ""Before"" should be interpreted to mean at or prior to the end (23:59:59 ET) of the previous day.",voided,10/23/12,3/30/13 0:00,3/31/13,NA,,Canada Consulate in Iran,NA,2,"If a UN nuclear inspector visits Iran :  (a) Yes, (b) No"
1162-2,2,Will the Canadian consulate in Tehran officially re-open at any time before 1 April 2013?,"In order for a ""yes"" realization to occur, the ""condition"" must be realized before the ""outcome."" The Canadian Consulate in Tehran (Iran) will be considered re-opened if the Canadian consulate is staffed with personnel and resumes normal business in Tehran. This must be verified by an official announcement. Announcement of intention of the Canadian government to reopen the consulate in Tehran is insufficient for positive resolution. Anonymous statements by ""officials not authorized to speak"" will not be sufficient for a positive resolution. ""Official"" would be evidenced by, e.g., a press conference, press release, or other publicly disseminated communique. Regardless of the person or entity making the announcement, the announcement must come from someone authorized to speak on behalf of the Canadian Government who is in fact making the announcement in a public and official capacity, conveying the concrete opening/closing of the Canadian consulate in Tehran.  In contrast, the following would not constitute an ""official"" announcement: conjecture, hypothetical statements, speculation, ultimatums, offhand remarks, or ""leaked"" private conversations. A UN nuclear inspector will only be considered to have visited the Parchin site if it is reported that they have physically visited the site in person; Iran ""allowing"" an inspection of the Parchin site or announcement of a planned future inspection is not sufficient for a ""Yes"" realization of the condition.  IAEA inspectors are considered UN nuclear inspectors for the purpose of this question.  Temporary suspension does not qualify as vacating office. Death of Assad constitutes vacation of office; temporary incapacitation due to routine medical procedure does not.  Whether prolonged medical incapacitation (e.g. coma) constitutes vacation of office will be determined on a case-by-case basis by a subject matter expert familiar with Syria succession law.  A formal announcement or letter of intent to resign that lists a specific date will be treated as constituting resignation.  The question will be resolved based on reporting from one or more of the following sources: BBC News or Reuters or CNN (http://www.bbc.co.uk/news/ or http://www.reuters.com/ or http://www.cnn.com).  If nothing is reported in these sources, then the ""status quo"" outcome typically will be assumed (i.e. Canada has not officially re-opened their Tehran consulate). Administrator reserves the right to use other sources as needed (e.g., CIA World Factbook, Wikipedia), provided those sources do not directly contradict concurrent event reporting from BBC News, Reuters, or CNN. In cases of substantial controversy or uncertainty, Administrator may refer the question to outside subject matter experts, or we may deem the question invalid/void. ""Before"" should be interpreted to mean at or prior to the end (23:59:59 ET) of the previous day.",voided,10/23/12,3/30/13 0:00,3/31/13,NA,,Canada Consulate in Iran,NA,2,"If Bashar al-Assad resigns or otherwise vacates the office of President of Syria beforehand BUT a UN nuclear inspector does not visit Iran :  (a) Yes, (b) No"
1162-3,3,Will the Canadian consulate in Tehran officially re-open at any time before 1 April 2013?,"In order for a ""yes"" realization to occur, the ""condition"" must be realized before the ""outcome."" The Canadian Consulate in Tehran (Iran) will be considered re-opened if the Canadian consulate is staffed with personnel and resumes normal business in Tehran. This must be verified by an official announcement. Announcement of intention of the Canadian government to reopen the consulate in Tehran is insufficient for positive resolution. Anonymous statements by ""officials not authorized to speak"" will not be sufficient for a positive resolution. ""Official"" would be evidenced by, e.g., a press conference, press release, or other publicly disseminated communique. Regardless of the person or entity making the announcement, the announcement must come from someone authorized to speak on behalf of the Canadian Government who is in fact making the announcement in a public and official capacity, conveying the concrete opening/closing of the Canadian consulate in Tehran.  In contrast, the following would not constitute an ""official"" announcement: conjecture, hypothetical statements, speculation, ultimatums, offhand remarks, or ""leaked"" private conversations. A UN nuclear inspector will only be considered to have visited the Parchin site if it is reported that they have physically visited the site in person; Iran ""allowing"" an inspection of the Parchin site or announcement of a planned future inspection is not sufficient for a ""Yes"" realization of the condition.  IAEA inspectors are considered UN nuclear inspectors for the purpose of this question.  Temporary suspension does not qualify as vacating office. Death of Assad constitutes vacation of office; temporary incapacitation due to routine medical procedure does not.  Whether prolonged medical incapacitation (e.g. coma) constitutes vacation of office will be determined on a case-by-case basis by a subject matter expert familiar with Syria succession law.  A formal announcement or letter of intent to resign that lists a specific date will be treated as constituting resignation.  The question will be resolved based on reporting from one or more of the following sources: BBC News or Reuters or CNN (http://www.bbc.co.uk/news/ or http://www.reuters.com/ or http://www.cnn.com).  If nothing is reported in these sources, then the ""status quo"" outcome typically will be assumed (i.e. Canada has not officially re-opened their Tehran consulate). Administrator reserves the right to use other sources as needed (e.g., CIA World Factbook, Wikipedia), provided those sources do not directly contradict concurrent event reporting from BBC News, Reuters, or CNN. In cases of substantial controversy or uncertainty, Administrator may refer the question to outside subject matter experts, or we may deem the question invalid/void. ""Before"" should be interpreted to mean at or prior to the end (23:59:59 ET) of the previous day.",voided,10/23/12,3/30/13 0:00,3/31/13,NA,,Canada Consulate in Iran,NA,2,"If BOTH a UN nuclear inspector visits Iran :  (a) Yes, (b) No"
1162-4,4,Will the Canadian consulate in Tehran officially re-open at any time before 1 April 2013?,"In order for a ""yes"" realization to occur, the ""condition"" must be realized before the ""outcome."" The Canadian Consulate in Tehran (Iran) will be considered re-opened if the Canadian consulate is staffed with personnel and resumes normal business in Tehran. This must be verified by an official announcement. Announcement of intention of the Canadian government to reopen the consulate in Tehran is insufficient for positive resolution. Anonymous statements by ""officials not authorized to speak"" will not be sufficient for a positive resolution. ""Official"" would be evidenced by, e.g., a press conference, press release, or other publicly disseminated communique. Regardless of the person or entity making the announcement, the announcement must come from someone authorized to speak on behalf of the Canadian Government who is in fact making the announcement in a public and official capacity, conveying the concrete opening/closing of the Canadian consulate in Tehran.  In contrast, the following would not constitute an ""official"" announcement: conjecture, hypothetical statements, speculation, ultimatums, offhand remarks, or ""leaked"" private conversations. A UN nuclear inspector will only be considered to have visited the Parchin site if it is reported that they have physically visited the site in person; Iran ""allowing"" an inspection of the Parchin site or announcement of a planned future inspection is not sufficient for a ""Yes"" realization of the condition.  IAEA inspectors are considered UN nuclear inspectors for the purpose of this question.  Temporary suspension does not qualify as vacating office. Death of Assad constitutes vacation of office; temporary incapacitation due to routine medical procedure does not.  Whether prolonged medical incapacitation (e.g. coma) constitutes vacation of office will be determined on a case-by-case basis by a subject matter expert familiar with Syria succession law.  A formal announcement or letter of intent to resign that lists a specific date will be treated as constituting resignation.  The question will be resolved based on reporting from one or more of the following sources: BBC News or Reuters or CNN (http://www.bbc.co.uk/news/ or http://www.reuters.com/ or http://www.cnn.com).  If nothing is reported in these sources, then the ""status quo"" outcome typically will be assumed (i.e. Canada has not officially re-opened their Tehran consulate). Administrator reserves the right to use other sources as needed (e.g., CIA World Factbook, Wikipedia), provided those sources do not directly contradict concurrent event reporting from BBC News, Reuters, or CNN. In cases of substantial controversy or uncertainty, Administrator may refer the question to outside subject matter experts, or we may deem the question invalid/void. ""Before"" should be interpreted to mean at or prior to the end (23:59:59 ET) of the previous day.",closed,10/23/12,3/30/13 0:00,3/31/13,3/31/13,b,Canada Consulate in Iran,159,2,"If NEITHER a UN nuclear inspector visits Iran :  (a) Yes, (b) No"
1163-0,0,Will Liu Yandong be selected as a member of the next Politburo Standing Committee of the Communist Party of China?,"Liu Yandong will be considered to have been ""selected"" after an official announcement. If an official announcement of the entire selection of the next Politburo Standing Committee has been made and Liu Yandong was not selected this question will resolve ""No."" ""Official"" would be evidenced by, e.g., a press conference, press release, or other publicly disseminated communique. Regardless of the person or entity making the announcement, the announcement must come from someone authorized to speak on behalf of the Communist Party of China who is in fact making the announcement in a public and official capacity, conveying the selection of the Politburo Standing Committee.  In contrast, the following would not constitute an ""official"" announcement: conjecture, hypothetical statements, speculation, ultimatums, offhand remarks, or ""leaked"" private conversations. The question will be resolved based on reporting from one or more of the following sources: BBC News or Reuters or CNN (http://www.bbc.co.uk/news/ or http://www.reuters.com/ or http://www.cnn.com).  If nothing is reported in these sources, then the ""status quo"" outcome typically will be assumed (i.e. No selection announcement has been made). Administrator reserves the right to use other sources as needed (e.g., CIA World Factbook, Wikipedia), provided those sources do not directly contradict concurrent event reporting from BBC News, Reuters, or CNN. In cases of substantial controversy or uncertainty, Administrator may refer the question to outside subject matter experts, or we may deem the question invalid/void.",closed,10/23/12,11/21/12 0:00,11/15/12,11/14/12,b,Yandong as Chinese Politburo,22,2,"(a) Yes, (b) No"
1164-6,6,What will the number of registered Syrian conflict refugees reported by the UNHCR be as of 1 December 2012?,"This question will be resolved exclusively according to the data found at the website for the Office of the United Nations High Commissioner for Refugees (UNHCR), located at http://data.unhcr.org/syrianrefugees/regional.php at 12 Noon ET on 1 December 2012.   In cases of substantial controversy or uncertainty, administrator may deem the question invalid/void. ",closed,10/23/12,11/30/12 0:00,12/1/12,12/1/12,d,Number of Syrian refugees,39,4,"(a) 250,000 or less, (b) 250,001-300,000, (c) 300,001-350,000, (d) 350,001 or more"
1165-0,0,Will Iran and the U.S. commence official nuclear program talks* before 1 April 2013?,"To be ""official"": Talks must commence (not merely be announced) by the deadline, they  must be publicly announced (e.g., press release, press conference, other official communication), and they must be attended by governments of both nations (Note: talks need not be exclusively bilateral.). The following would not constitute ""official"" nuclear program talks: informal, secret, or happenstance encounters; indirect talks mediated by some third party (e.g., the Swiss); meetings that do not feature Iran's nuclear program as a major focus of discussion. Outcome will be resolved based on reporting from BBC News or Reuters or Economist Online (http://www.bbc.co.uk/news/ or http://www.reuters.com/ or http://www.economist.com). If nothing is reported in these sources, then the ""status quo"" outcome typically will be assumed (i.e., ""official"" talks have not occurred).  Administrator reserves the right to use other sources as needed (e.g., CIA World Factbook, Wikipedia), provided those sources do not directly contradict concurrent event reporting from BBC News, Reuters, or Economist Online.  In cases of substantial controversy or uncertainty, administrator may refer the question to outside subject matter experts, or we may deem the question invalid/void. ""Before"" should be interpreted to mean at or prior to the end (23:59:59 ET) of the previous day.",closed,10/23/12,3/30/13 0:00,3/31/13,2/25/13,a,Iran/US nuclear talks,125,2,"(a) Yes, (b) No"
1166-1,1,Will Israel launch an airstrike against Sudan between 5 November 2012 and 31 December 2012?,"In order for a ""yes"" realization to occur, the ""condition"" must be realized before the ""outcome."" An airstrike is defined as an unwelcomed attack on Sudanese soil or territorial waterways by a manned or unmanned Israeli military aircraft that fires ordnance and is officially acknowledged by the Israeli government.  An airstrike of a Sudanese embassy abroad does not constitute an airstrike against Sudan.  Similarly, a territorial but nonviolent incursion into Sudanese airspace does not sufficiently constitute an airstrike of Sudan.  Also outside the scope of ""airstrike"" are alleged actions attributed to covert intelligence services or representatives thereof, unless those actions are expressly acknowledged by the Israeli government. An official announcement is one made by a senior member or spokesperson. ""Official"" would be evidenced by, e.g., a press conference, press release, or other publicly disseminated communique. Regardless of the person or entity making the announcement, the announcement must come from someone authorized to speak on behalf of the Israeli government who is in fact making the announcement in a public and official capacity, conveying the concrete intentions of the Israeli government. In contrast, the following would not constitute an ""official"" announcement: conjecture, hypothetical statements, speculation, ultimatums, offhand remarks, or ""leaked"" private conversations or reports.Outcome will be resolved based on reporting from BBC News or Reuters or Economist Online (http://www.bbc.co.uk/news/ or http://www.reuters.com/ or http://www.economist.com). If nothing is reported in these sources, then the ""status quo"" outcome typically will be assumed (i.e., no airstrike).  Administrator reserves the right to use other sources as needed (e.g., CIA World Factbook, Wikipedia), provided those sources do not directly contradict concurrent event reporting from BBC News, Reuters, or Economist Online.  In cases of substantial controversy or uncertainty, administrator may refer the question to outside subject matter experts, or we may deem the question invalid/void. ""Between"" should be interpreted to mean at any point during the window after the beginning (12 midnight ET) of the first date, but before the end (23:59:59 PM ET) of the second date.",voided,11/5/12,12/30/12 0:00,12/31/12,NA,,Israel airstrike in Sudan ,NA,2,"If Israel officially acknowledges responsibility for the Khartoum bombing of 23 October 2012 beforehand :  (a) Yes, (b) No"
1166-2,2,Will Israel launch an airstrike against Sudan between 5 November 2012 and 31 December 2012?,"In order for a ""yes"" realization to occur, the ""condition"" must be realized before the ""outcome."" An airstrike is defined as an unwelcomed attack on Sudanese soil or territorial waterways by a manned or unmanned Israeli military aircraft that fires ordnance and is officially acknowledged by the Israeli government.  An airstrike of a Sudanese embassy abroad does not constitute an airstrike against Sudan.  Similarly, a territorial but nonviolent incursion into Sudanese airspace does not sufficiently constitute an airstrike of Sudan.  Also outside the scope of ""airstrike"" are alleged actions attributed to covert intelligence services or representatives thereof, unless those actions are expressly acknowledged by the Israeli government. An official announcement is one made by a senior member or spokesperson. ""Official"" would be evidenced by, e.g., a press conference, press release, or other publicly disseminated communique. Regardless of the person or entity making the announcement, the announcement must come from someone authorized to speak on behalf of the Israeli government who is in fact making the announcement in a public and official capacity, conveying the concrete intentions of the Israeli government. In contrast, the following would not constitute an ""official"" announcement: conjecture, hypothetical statements, speculation, ultimatums, offhand remarks, or ""leaked"" private conversations or reports.Outcome will be resolved based on reporting from BBC News or Reuters or Economist Online (http://www.bbc.co.uk/news/ or http://www.reuters.com/ or http://www.economist.com). If nothing is reported in these sources, then the ""status quo"" outcome typically will be assumed (i.e., no airstrike).  Administrator reserves the right to use other sources as needed (e.g., CIA World Factbook, Wikipedia), provided those sources do not directly contradict concurrent event reporting from BBC News, Reuters, or Economist Online.  In cases of substantial controversy or uncertainty, administrator may refer the question to outside subject matter experts, or we may deem the question invalid/void. ""Between"" should be interpreted to mean at any point during the window after the beginning (12 midnight ET) of the first date, but before the end (23:59:59 PM ET) of the second date.",closed,11/5/12,12/30/12 0:00,12/31/12,12/31/12,b,Israel airstrike in Sudan ,56,2," If Israel does not officially acknowledge responsibility for the Khartoum bombing of 23 October 2012 beforehand :  (a) Yes, (b) No"
1167-1,1,Will a banking union be approved in the EU council before 1 March 2013?,"In order for a ""yes"" realization to occur, the ""condition"" must be realized before the ""outcome.""  The banking union here represents a treaty or official agreement that allows the European Central Bank to supervise the banks of all participating countries within the EU. For a ""yes"" resolution, any banking union must include for the union the power to withdraw banking licenses. An official announcement is one made by a senior government member or spokesperson. ""Official"" would be evidenced by, e.g., a press conference, press release, or other publicly disseminated communique. Regardless of the person or entity making the announcement, the announcement must come from someone authorized to speak on behalf of the government who is in fact making the announcement in a public and official capacity, conveying the concrete intentions of the EU council. In contrast, the following would not constitute an ""official"" announcement: conjecture, hypothetical statements, speculation, ultimatums, offhand remarks, or ""leaked"" private conversations. Outcome will be resolved based on reporting from BBC News or Reuters or Economist Online (http://www.bbc.co.uk/news/ or http://www.reuters.com/ or http://www.economist.com). If nothing is reported in these sources, then the ""status quo"" outcome typically will be assumed (i.e., no banking union has been approved).  Administrator reserves the right to use other sources as needed (e.g., CIA World Factbook, Wikipedia), provided those sources do not directly contradict concurrent event reporting from BBC News, Reuters, or Economist Online.  In cases of substantial controversy or uncertainty, administrator may refer the question to outside subject matter experts, or we may deem the question invalid/void. ""Before"" should be interpreted to mean at or prior to the end (23:59:59 ET) of the previous day.",voided,11/5/12,2/27/13 0:00,2/28/13,NA,,EU Banking Union,NA,2,"If the UK officially announces its intention to join the banking union beforehand :  (a) Yes, (b) No"
1167-2,2,Will a banking union be approved in the EU council before 1 March 2013?,"In order for a ""yes"" realization to occur, the ""condition"" must be realized before the ""outcome.""  The banking union here represents a treaty or official agreement that allows the European Central Bank to supervise the banks of all participating countries within the EU. For a ""yes"" resolution, any banking union must include for the union the power to withdraw banking licenses. An official announcement is one made by a senior government member or spokesperson. ""Official"" would be evidenced by, e.g., a press conference, press release, or other publicly disseminated communique. Regardless of the person or entity making the announcement, the announcement must come from someone authorized to speak on behalf of the government who is in fact making the announcement in a public and official capacity, conveying the concrete intentions of the EU council. In contrast, the following would not constitute an ""official"" announcement: conjecture, hypothetical statements, speculation, ultimatums, offhand remarks, or ""leaked"" private conversations. Outcome will be resolved based on reporting from BBC News or Reuters or Economist Online (http://www.bbc.co.uk/news/ or http://www.reuters.com/ or http://www.economist.com). If nothing is reported in these sources, then the ""status quo"" outcome typically will be assumed (i.e., no banking union has been approved).  Administrator reserves the right to use other sources as needed (e.g., CIA World Factbook, Wikipedia), provided those sources do not directly contradict concurrent event reporting from BBC News, Reuters, or Economist Online.  In cases of substantial controversy or uncertainty, administrator may refer the question to outside subject matter experts, or we may deem the question invalid/void. ""Before"" should be interpreted to mean at or prior to the end (23:59:59 ET) of the previous day.",closed,11/5/12,2/27/13 0:00,2/28/13,12/12/12,a,EU Banking Union,37,2,"If the UK does not officially announce its intention to join the banking union beforehand :  (a) Yes, (b) No"
1168-0,0,"Will the sentence of any of the seven Italian experts convicted of manslaughter for failing to ""adequately warn"" about the L'Aquila earthquake be reduced, nullified, or suspended before 1 April 2013?","The means of reduction, nullification, or suspension has no bearing on the question's resolution (i.e., whether a sentence is altered by an appellate court or by presidential edict makes no difference).  If the sentence of any of the seven convicted individuals ;Franco Barberi, Enzo Boschi, Gian Michele Calvi Claudio Eva, Mauro Dolce, Giulio Selvaggi or Bernardo De Bernardinis; is reduced, nullified, or suspended the question will resolve ""Yes"", even if the sentences of the other convicted experts remain unchanged.  Any legal order mandating a re-trial constitutes a nullification of a sentence.  Outcome will be resolved based on reporting from one or more of the following sources: BBC News or Reuters or Economist Online (http://www.bbc.co.uk/news/ or http://www.reuters.com/ or http://www.economist.com). If nothing is reported in these sources, then the ""status quo"" outcome typically will be assumed (i.e the sentences of the seven convicted experts stand unchanged). Administrator reserves the right to use other sources as needed (e.g., CIA World Factbook, Wikipedia), provided those sources do not directly contradict concurrent event reporting from BBC News, Reuters, or Economist Online. In cases of substantial controversy or uncertainty, Administrator may refer the question to outside subject matter experts, or we may deem the question invalid/void. ""Before"" should be interpreted to mean at or prior to the end (23:59:59 ET) of the previous day.",closed,11/5/12,3/30/13 0:00,3/31/13,3/31/13,b,Italy quake expert conviction,146,2,"(a) Yes, (b) No"
1169-0,0,Who will win the next South Korean presidential election?,"The election is scheduled for December 2012, but the question will remain open until results are definitively announced by one of the below sources. Outcome will be resolved based on reporting from one or more of the following sources: BBC News or Reuters or Economist Online (http://www.bbc.co.uk/news/ or http://www.reuters.com/ or http://www.economist.com). If nothing is reported in these sources, then the ""status quo"" outcome typically will be assumed (e.g., for a question about elections, an absence of reporting will be taken to indicate a winner has not yet been formally announced). Administrator reserves the right to use other sources as needed (e.g., CIA World Factbook, Wikipedia), provided those sources do not directly contradict concurrent event reporting from BBC News, Reuters, or Economist Online. In cases of substantial controversy or uncertainty, administrator may refer the question to outside subject matter experts, or we may deem the question invalid/void. ",closed,11/5/12,12/20/12 0:00,12/21/12,12/19/12,a,S.Korea Pres. Elections,44,4,"(a) Park Geun-Hye, (b)  Moon Jae-In, (c) Ahn Cheol-Soo, (d) Someone else"
1170-0,0,Will S&P downgrade India's credit rating between 5 November 2012 and 31 January 2013?,"This question will be resolved as ""Yes"" if S&P downgrades EITHER India's Local Long Term rating or Foreign Long Term rating, both of which were rated BBB- as of 31 October 2012. Resolution will be based on the official rating posted on Standard & Poor's website (http://www.standardandpoors.com/prot/ratings/entity-ratings/en/us/?entityID=270374_orCode=SOV). In cases of substantial controversy or uncertainty, administrator may refer the question to outside subject matter experts, or we may deem the question invalid/void.  ""Between"" should be interpreted to mean at any point during the window after the beginning (12 midnight ET) of the first date, but before the end (23:59:59 PM ET) of the second date.",closed,11/5/12,1/30/13 0:00,1/31/13,1/31/13,b,S&P Downgrade India,87,2,"(a) Yes, (b) No"
1171-1,1,Will the trial of Ahmed Shafik begin before 1 January 2013?,"In order for a ""yes"" realization to occur, the ""condition"" must be realized before the ""outcome."" Arraignment, preliminary hearing, or other pre-trial proceedings do not constitute the beginning of a trial.  A trial in absentia constitutes a trial.  Condition ""a"" will be realized if media reports indicate that Shafik's location is currently within Egyptian territory, excluding Egyptian embassies abroad. Outcome will be resolved based on reporting from one or more of the following sources: BBC News or Reuters or Economist Online (http://www.bbc.co.uk/news/ or http://www.reuters.com/ or http://www.economist.com). If nothing is reported in these sources, then the ""status quo"" outcome typically will be assumed (i.e no trial has begun). Administrator reserves the right to use other sources as needed (e.g., CIA World Factbook, Wikipedia), provided those sources do not directly contradict concurrent event reporting from BBC News, Reuters, or Economist Online. In cases of substantial controversy or uncertainty, administrator may refer the question to outside subject matter experts, or we may deem the question invalid/void. ""Before"" should be interpreted to mean at or prior to the end (23:59:59 ET) of the previous day.",voided,11/19/12,12/30/12 0:00,12/31/12,NA,,Ahmed Shafik trial ,NA,2,"If he returns to Egypt beforehand :  (a) Yes, (b) No"
1171-2,2,Will the trial of Ahmed Shafik begin before 1 January 2013?,"In order for a ""yes"" realization to occur, the ""condition"" must be realized before the ""outcome."" Arraignment, preliminary hearing, or other pre-trial proceedings do not constitute the beginning of a trial.  A trial in absentia constitutes a trial.  Condition ""a"" will be realized if media reports indicate that Shafik's location is currently within Egyptian territory, excluding Egyptian embassies abroad. Outcome will be resolved based on reporting from one or more of the following sources: BBC News or Reuters or Economist Online (http://www.bbc.co.uk/news/ or http://www.reuters.com/ or http://www.economist.com). If nothing is reported in these sources, then the ""status quo"" outcome typically will be assumed (i.e no trial has begun). Administrator reserves the right to use other sources as needed (e.g., CIA World Factbook, Wikipedia), provided those sources do not directly contradict concurrent event reporting from BBC News, Reuters, or Economist Online. In cases of substantial controversy or uncertainty, administrator may refer the question to outside subject matter experts, or we may deem the question invalid/void. ""Before"" should be interpreted to mean at or prior to the end (23:59:59 ET) of the previous day.",closed,11/19/12,12/30/12 0:00,12/31/12,12/31/12,b,Ahmed Shafik trial ,42,2,"If he does not return to Egypt beforehand :  (a) Yes, (b) No"
1172-1,1,Will the Taliban and the Afghan government commence official peace talks before 1 September 2013?,"In order for a ""yes"" realization to occur, the ""condition"" must be realized before the ""outcome."" To be ""official"", talks must commence (not merely be announced) by the deadline, they must be publicly announced (e.g., press release, press conference, other official communication), and they must be attended by officially recognized representatives of the Afghani government and Taliban (Note: talks need not be exclusively bilateral.). The following would not constitute ""official"" talks: informal, secret, or happenstance encounters; indirect talks mediated by some third party. Statement of intent to release Baradar is not sufficient. There must be actual media confirmation that Baradar is no longer imprisoned or detained by Pakistan. Prisons, jails, labor camps, detention facilities and other forms of government detention qualify as ""imprisoned.""  ""House arrest"" will generally qualify as ""imprisoned."" Death or hospitalization does not constitute ""release"". Official transfer of Baradar from Pakistani custody to another sovereign nation is sufficient for realization of condition ""a"".  Outcome will be resolved based on reporting from BBC News or Reuters or Economist Online (http://www.bbc.co.uk/news/ or http://www.reuters.com/ or http://www.economist.com). If nothing is reported in these sources, then the ""status quo"" outcome typically will be assumed (i.e., ""official"" talks have not commenced). Administrator reserves the right to use other sources as needed (e.g., CIA World Factbook, Wikipedia), provided those sources do not directly contradict concurrent event reporting from BBC News, Reuters, or Economist Online. In cases of substantial controversy or uncertainty, administrator may refer the question to outside subject matter experts, or we may deem the question invalid/void. ""Before"" should be interpreted to mean at or prior to the end (23:59:59 ET) of the previous day.",voided,11/19/12,8/31/13 6:00,8/31/13,NA,,Taliban/Afghan talks ,NA,2," If Pakistan releases Mullah Abdul Ghani Baradar from Pakistan custody beforehand :  (a) Yes, (b) No"
1172-2,2,Will the Taliban and the Afghan government commence official peace talks before 1 September 2013?,"In order for a ""yes"" realization to occur, the ""condition"" must be realized before the ""outcome."" To be ""official"", talks must commence (not merely be announced) by the deadline, they must be publicly announced (e.g., press release, press conference, other official communication), and they must be attended by officially recognized representatives of the Afghani government and Taliban (Note: talks need not be exclusively bilateral.). The following would not constitute ""official"" talks: informal, secret, or happenstance encounters; indirect talks mediated by some third party. Statement of intent to release Baradar is not sufficient. There must be actual media confirmation that Baradar is no longer imprisoned or detained by Pakistan. Prisons, jails, labor camps, detention facilities and other forms of government detention qualify as ""imprisoned.""  ""House arrest"" will generally qualify as ""imprisoned."" Death or hospitalization does not constitute ""release"". Official transfer of Baradar from Pakistani custody to another sovereign nation is sufficient for realization of condition ""a"".  Outcome will be resolved based on reporting from BBC News or Reuters or Economist Online (http://www.bbc.co.uk/news/ or http://www.reuters.com/ or http://www.economist.com). If nothing is reported in these sources, then the ""status quo"" outcome typically will be assumed (i.e., ""official"" talks have not commenced). Administrator reserves the right to use other sources as needed (e.g., CIA World Factbook, Wikipedia), provided those sources do not directly contradict concurrent event reporting from BBC News, Reuters, or Economist Online. In cases of substantial controversy or uncertainty, administrator may refer the question to outside subject matter experts, or we may deem the question invalid/void. ""Before"" should be interpreted to mean at or prior to the end (23:59:59 ET) of the previous day.",closed,11/19/12,8/31/13 6:00,8/31/13,8/31/13,b,Taliban/Afghan talks ,285,2,"If Pakistan does not release Mullah Abdul Ghani Baradar from Pakistan custody beforehand :  (a) Yes, (b) No"
1173-0,0,Will the Chinese consumer confidence score for the month of November 2012 drop below 99?,"NOTE REVISED CRITERIA AS OF 11/20: This question will be resolved based solely on data at http://www.stats.gov.cn/english/statisticaldata/monthlydata/t20121120_402852696.htm.  In cases of substantial controversy or uncertainty, administrator may refer the question to outside subject matter experts, or we may deem the question invalid/void.",closed,11/19/12,12/30/12 0:00,12/31/12,12/28/12,b,Chinese consumer confidence score,39,2,"(a) Yes, (b) No"
1174-0,0,Will the Turkish government release imprisoned Kurdish rebel leader Abdullah Ocalan before 1 April 2013?,"The release of Abdullah Ocalan must be confirmed by an official spokesperson of the Turkish government. ""Before"" should be interpreted to mean at or prior to the end (23:59:59 ET) of the previous day.  Statement of intent to release Ocalan is not sufficient. There must be actual media confirmation that the Ocalan is no longer imprisoned or detained by Turkey. Prisons, jails, labor camps, detention facilities and other forms of government detention qualify as ""imprisoned.""  ""House arrest"" will generally qualify as ""imprisoned."" Death or hospitalization does not constitute ""release"". The outcome will be resolved based on reporting from BBC News or Reuters or Economist Online (http://www.bbc.co.uk/news/ or http://www.reuters.com/ or http://www.economist.com). If nothing is reported in these sources, then the ""status quo"" outcome typically will be assumed (i.e., Abdullah Ocalan will remain in custody of the Turkish government beyond 1 April 2013). Administrator reserves the right to use other sources as needed (e.g., CIA World Factbook, Wikipedia), provided those sources do not directly contradict concurrent event reporting from BBC News, Reuters, or Economist Online.  In cases of substantial controversy or uncertainty, administrator may refer the question to outside subject matter experts, or we may deem the question invalid/void.",closed,11/19/12,3/30/13 0:00,3/31/13,3/31/13,b,Will Turkey release Abdullah Ocalan?,132,2,"(a) Yes, (b) No"
